,c,r
6726,194629,1
6727,194632,1
6728,194635,0
6729,194638,1
6730,194641,1
6731,194644,1
6732,194647,1
6733,194650,0
6734,194653,1
6735,194656,0
6736,194659,1
6737,194662,0
6738,194665,1
6739,194668,0
6740,194671,1
6741,194674,1
6742,194677,0
6743,194680,0
6744,194683,0
6745,194686,1
6746,194689,0
6747,194692,1
6748,194695,0
6749,194698,0
6750,194701,1
6751,194704,1
6752,194707,1
6753,194710,1
6754,194713,0
6755,194716,1
6756,194719,0
6757,194722,1
6758,194725,1
6759,194728,0
6760,194731,0
6761,194734,0
6762,194737,1
6763,194740,1
6764,194743,0
6765,194746,0
6766,194749,1
6767,194752,0
6768,194755,0
6769,194758,0
6770,194761,1
6771,194764,1
6772,194767,1
6773,194770,0
6774,194773,1
6775,194776,1
6776,194779,1
6777,194782,1
6778,194785,1
6779,194788,1
6780,194791,1
6781,194794,1
6782,194797,1
6783,194819,1
6784,194822,0
6785,194825,0
6786,194828,1
6787,194831,1
6788,194834,1
6789,194837,1
6790,194859,1
6791,194862,1
6792,194865,1
6793,194868,1
6794,194871,1
6795,194874,1
6796,194877,0
6797,194880,0
6798,194883,0
6799,194886,0
6800,194889,1
6801,194892,1
6802,194895,1
6803,194898,1
6804,194901,1
6805,194904,1
6806,194907,1
6807,194910,1
6808,194913,1
6809,194916,1
6810,194919,0
6811,194922,0
6812,194925,1
6813,194928,0
6814,194931,1
6815,194934,1
6816,194937,0
6817,194940,0
6818,194943,0
6819,194946,1
6820,194949,0
6821,194952,1
6822,194955,0
6823,194958,1
6824,194961,0
6825,194964,0
6826,194967,1
6827,194970,0
6828,194973,0
6829,194976,0
6830,194979,1
6831,194982,1
6832,194985,1
6833,194988,0
6834,194991,1
6835,194994,0
6836,194997,1
6837,195000,0
6838,195003,0
6839,195006,1
6840,195009,0
6841,195012,1
6842,195015,1
6843,195018,1
6844,195021,1
6845,195024,0
6846,195027,1
6847,195030,1
6848,195033,0
6849,195036,0
6850,195039,1
6851,195042,0
6852,195045,0
6853,195048,0
6854,195051,0
6855,195054,0
6856,195057,0
6857,195060,0
6858,195063,0
6859,195066,1
6860,195069,0
6861,195079,0
6862,195082,0
6863,195085,1
6864,195088,0
6865,195091,1
6866,195094,1
6867,195097,0
6868,195100,1
6869,195103,1
6870,195106,0
6871,195109,1
6872,195112,1
6873,195115,1
6874,195118,1
6875,195121,1
6876,195124,0
6877,195127,0
6878,195130,1
6879,195133,0
6880,195136,0
6881,195139,0
6882,195142,1
6883,195145,0
6884,195148,1
6885,195151,1
6886,195154,0
6887,195157,1
6888,195160,0
6889,195163,1
6890,195166,1
6891,195169,0
6892,195172,1
6893,195175,1
6894,195178,0
6895,195181,0
6896,195184,1
6897,195187,1
6898,195190,1
6899,195193,0
6900,195196,1
6901,195199,1
6902,195202,0
6903,195205,1
6904,195208,1
6905,195211,0
6906,195214,0
6907,195217,1
6908,195220,1
6909,195223,0
6910,195226,1
6911,195229,0
6912,195232,1
6913,195235,0
6914,195238,0
6915,195241,0
6916,195244,0
6917,195247,0
6918,195250,0
6919,195253,1
6920,195256,0
6921,195259,0
6922,195262,1
6923,195265,0
6924,195268,1
6925,195271,0
6926,195274,0
6927,195277,0
6928,195280,1
6929,195283,0
6930,195299,0
6931,195302,1
6932,195305,0
6933,195308,0
6934,195311,1
6935,195314,1
6936,195317,1
6937,195320,0
6938,195323,0
6939,195326,1
6940,195329,1
6941,195332,1
6942,195335,0
6943,195338,0
6944,195341,1
6945,195344,1
6946,195347,0
6947,195350,0
6948,195353,0
6949,195356,0
6950,195359,0
6951,195362,0
6952,195365,1
6953,195368,0
6954,195371,0
6955,195374,1
6956,195377,0
6957,195380,0
6958,195383,0
6959,195386,1
6960,195389,0
6961,195392,0
6962,195395,0
6963,195398,1
6964,195401,0
6965,195404,1
6966,195407,1
6967,195410,0
6968,195413,0
6969,195416,0
6970,195419,1
6971,195422,1
6972,195425,0
6973,195428,1
6974,195431,0
6975,195434,1
6976,195437,0
6977,195440,1
6978,195443,1
6979,195446,0
6980,195449,1
6981,195452,1
6982,195455,0
6983,195458,1
6984,195461,0
6985,195464,0
6986,195467,0
6987,195470,0
6988,195473,0
6989,195476,0
6990,195479,0
6991,195482,1
6992,195485,0
6993,195488,1
6994,195491,0
6995,195494,0
6996,195497,1
6997,195500,0
6998,195503,0
6999,195506,0
7000,195509,0
7001,195512,1
7002,195515,0
7003,195518,1
7004,195521,0
7005,195524,1
7006,195527,0
7007,195530,0
7008,195533,0
7009,195536,1
7010,195539,1
7011,195542,1
7012,195545,1
7013,195548,1
7014,195551,1
7015,195554,1
7016,195557,1
7017,195560,0
7018,195563,1
7019,195566,0
7020,195569,1
7021,195572,1
7022,195579,1
7023,195582,0
7024,195585,1
7025,195588,1
7026,195591,0
7027,195594,0
7028,195597,0
7029,195600,0
7030,195603,0
7031,195606,1
7032,195609,1
7033,195612,0
7034,195615,1
7035,195618,1
7036,195621,0
7037,195624,0
7038,195627,1
7039,195630,0
7040,195633,1
7041,195636,0
7042,195639,1
7043,195642,0
7044,195645,1
7045,195648,1
7046,195651,0
7047,195654,0
7048,195657,0
7049,195660,1
7050,195663,0
7051,195666,0
7052,195669,1
7053,195672,0
7054,195675,0
7055,195678,0
7056,195681,1
7057,195684,1
7058,195687,0
7059,195690,0
7060,195693,1
7061,195696,0
7062,195699,1
7063,195719,0
7064,195722,0
7065,195725,1
7066,195728,1
7067,195731,1
7068,195734,1
7069,195737,0
7070,195740,0
7071,195743,1
7072,195746,1
7073,195749,1
7074,195752,0
7075,195755,1
7076,195758,0
7077,195761,0
7078,195764,0
7079,195767,1
7080,195770,0
7081,195773,0
7082,195776,1
7083,195779,0
7084,195782,1
7085,195785,1
7086,195788,0
7087,195791,1
7088,195794,1
7089,195797,0
7090,195800,0
7091,195803,1
7092,195806,1
7093,195809,1
7094,195812,0
7095,195815,1
7096,195818,1
7097,195821,1
7098,195824,1
7099,195827,1
7100,195830,1
7101,195833,0
7102,195836,1
7103,195839,1
7104,195842,1
7105,195845,1
7106,195848,0
7107,195851,1
7108,195854,1
7109,195857,1
7110,195860,1
7111,195863,0
7112,195866,1
7113,195869,0
7114,195872,1
7115,195875,0
7116,195878,0
7117,195881,1
7118,195884,0
7119,195887,0
7120,195890,0
7121,195893,0
7122,195896,1
7123,195899,1
7124,195902,1
7125,195905,0
7126,195908,0
7127,195911,0
7128,195914,0
7129,195917,1
7130,195920,1
7131,195923,0
7132,195926,0
7133,195929,1
7134,195932,0
7135,195935,0
7136,195938,0
7137,195941,1
7138,195944,1
7139,195947,0
7140,195950,0
7141,195953,1
7142,195956,1
7143,195959,0
7144,195962,1
7145,195965,1
7146,195968,0
7147,195979,1
7148,195982,1
7149,195985,1
7150,195988,1
7151,195991,0
7152,195994,0
7153,195997,0
7154,196000,1
7155,196003,1
7156,196006,1
7157,196009,0
7158,196012,1
7159,196015,1
7160,196018,0
7161,196021,0
7162,196024,1
7163,196027,0
7164,196030,0
7165,196033,0
7166,196036,1
7167,196039,1
7168,196042,1
7169,196045,1
7170,196048,1
7171,196051,0
7172,196054,1
7173,196057,1
7174,196060,0
7175,196063,0
7176,196066,1
7177,196069,1
7178,196072,0
7179,196075,1
7180,196078,0
7181,196081,0
7182,196084,1
7183,196087,1
7184,196090,1
7185,196093,1
7186,196096,1
7187,196099,1
7188,196102,0
7189,196105,0
7190,196108,1
7191,196111,0
7192,196114,1
7193,196117,0
7194,196120,0
7195,196123,1
7196,196126,1
7197,196129,0
7198,196132,1
7199,196135,0
7200,196138,0
7201,196141,1
7202,196144,1
7203,196147,0
7204,196150,0
7205,196153,0
7206,196156,0
7207,196159,1
7208,196162,1
7209,196165,1
7210,196168,1
7211,196171,0
7212,196174,0
7213,196177,0
7214,196180,0
7215,196183,0
7216,196186,1
7217,196189,0
7218,196192,1
7219,196195,0
7220,196198,1
7221,196201,0
7222,196204,0
7223,196207,0
7224,196210,1
7225,196213,1
7226,196216,1
7227,196219,1
7228,196222,0
7229,196225,0
7230,196228,1
7231,196231,1
7232,196234,0
7233,196237,0
7234,196240,0
7235,196243,1
7236,196246,1
7237,196249,1
7238,196252,0
7239,196255,1
7240,196258,0
7241,196261,1
7242,196264,1
7243,196267,0
7244,196270,1
7245,196273,1
7246,196276,0
7247,196279,0
7248,196282,1
7249,196285,0
7250,196288,1
7251,196291,0
7252,196294,1
7253,196299,0
7254,196302,0
7255,196305,0
7256,196308,1
7257,196311,0
7258,196314,0
7259,196317,0
7260,196320,1
7261,196323,1
7262,196326,1
7263,196329,0
7264,196332,0
7265,196335,1
7266,196338,0
7267,196341,0
7268,196344,0
7269,196347,0
7270,196350,1
7271,196353,0
7272,196356,1
7273,196359,0
7274,196362,0
7275,196365,0
7276,196368,1
7277,196371,0
7278,196374,1
7279,196377,0
7280,196380,0
7281,196383,0
7282,196386,0
7283,196389,0
7284,196392,1
7285,196395,0
7286,196398,1
7287,196401,1
7288,196404,0
7289,196407,1
7290,196410,1
7291,196413,1
7292,196416,0
7293,196419,0
7294,196422,1
7295,196425,1
7296,196428,0
7297,196431,0
7298,196434,0
7299,196437,0
7300,196440,0
7301,196443,0
7302,196446,0
7303,196449,1
7304,196452,0
7305,196455,1
7306,196458,0
7307,196461,1
7308,196464,0
7309,196467,0
7310,196470,0
7311,196473,0
7312,196476,1
7313,196479,0
7314,196482,0
7315,196485,0
7316,196488,0
7317,196491,1
7318,196494,1
7319,196497,0
7320,196500,1
7321,196503,0
7322,196506,0
7323,196509,0
7324,196512,0
7325,196515,1
7326,196518,1
7327,196521,1
7328,196524,0
7329,196527,0
7330,196530,0
7331,196533,1
7332,196536,0
7333,196539,1
7334,196542,1
7335,196545,0
7336,196548,0
7337,196551,0
7338,196554,0
7339,196557,1
7340,196560,0
7341,196563,0
7342,196566,1
7343,196569,0
7344,196572,0
7345,196575,0
7346,196578,0
7347,196581,0
7348,196599,1
7349,196602,1
7350,196605,0
7351,196608,1
7352,196611,0
7353,196614,1
7354,196617,0
7355,196620,0
7356,196623,1
7357,196626,0
7358,196629,0
7359,196639,0
7360,196642,1
7361,196645,0
7362,196648,0
7363,196651,1
7364,196654,1
7365,196657,1
7366,196660,0
7367,196663,1
7368,196666,0
7369,196669,1
7370,196672,0
7371,196675,1
7372,196678,0
7373,196681,1
7374,196684,1
7375,196687,1
7376,196690,0
7377,196693,0
7378,196696,0
7379,196699,1
7380,196702,0
7381,196705,1
7382,196708,0
7383,196711,0
7384,196714,0
7385,196717,1
7386,196720,0
7387,196723,0
7388,196726,1
7389,196729,1
7390,196732,0
7391,196735,1
7392,196738,0
7393,196741,1
7394,196744,1
7395,196747,1
7396,196750,1
7397,196753,0
7398,196756,0
7399,196759,1
7400,196762,0
7401,196765,0
7402,196768,1
7403,196771,1
7404,196774,1
7405,196777,0
7406,196780,0
7407,196783,0
7408,196786,0
7409,196789,1
7410,196792,1
7411,196795,1
7412,196798,0
7413,196801,0
7414,196804,0
7415,196807,0
7416,196810,0
7417,196813,1
7418,196816,0
7419,196819,0
7420,196822,0
7421,196825,1
7422,196828,0
7423,196831,1
7424,196834,1
7425,196837,1
7426,196840,1
7427,196843,1
7428,196846,1
7429,196849,1
7430,196852,0
7431,196855,0
7432,196858,1
7433,196861,1
7434,196864,0
7435,196867,0
7436,196870,0
7437,196873,0
7438,196876,0
7439,196879,1
7440,196880,0
7441,196885,0
7442,196888,1
7443,196891,1
7444,196894,1
7445,196897,0
7446,196900,0
7447,196903,0
7448,196906,1
7449,196909,1
7450,196912,0
7451,196915,1
7452,196918,1
7453,196921,1
7454,196924,0
7455,196927,0
7456,196930,0
7457,196933,0
7458,196936,1
7459,196939,1
7460,196942,0
7461,196945,0
7462,196948,0
7463,196951,1
7464,196954,0
7465,196957,0
7466,196960,0
7467,196963,1
7468,196966,1
7469,196969,1
7470,196972,1
7471,196975,1
7472,196978,0
7473,196981,0
7474,196984,0
7475,196987,1
7476,196990,1
7477,196993,0
7478,196996,1
7479,196999,0
7480,197002,1
7481,197005,1
7482,197008,1
7483,197011,0
7484,197014,0
7485,197017,0
7486,197020,0
7487,197023,1
7488,197026,1
7489,197039,1
7490,197042,0
7491,197045,1
7492,197048,1
7493,197051,1
7494,197054,0
7495,197057,1
7496,197060,1
7497,197063,0
7498,197066,0
7499,197069,0
7500,197072,1
7501,197075,0
7502,197078,0
7503,197081,0
7504,197084,1
7505,197087,0
7506,197090,1
7507,197093,0
7508,197096,1
7509,197099,1
7510,197102,1
7511,197105,0
7512,197108,0
7513,197111,1
7514,197114,1
7515,197117,0
7516,197120,1
7517,197123,1
7518,197126,0
7519,197129,0
7520,197132,1
7521,197135,0
7522,197138,0
7523,197141,1
7524,197144,0
7525,197147,0
7526,197150,0
7527,197153,1
7528,197156,0
7529,197159,1
7530,197162,0
7531,197165,0
7532,197168,1
7533,197171,1
7534,197174,1
7535,197177,1
7536,197180,0
7537,197183,1
7538,197186,1
7539,197189,0
7540,197192,0
7541,197195,0
7542,197198,1
7543,197201,0
7544,197204,0
7545,197207,1
7546,197210,0
7547,197213,0
7548,197216,1
7549,197219,0
7550,197222,1
7551,197225,1
7552,197228,1
7553,197231,1
7554,197234,0
7555,197237,1
7556,197240,0
7557,197243,1
7558,197246,1
7559,197249,1
7560,197252,0
7561,197255,0
7562,197258,1
7563,197261,1
7564,197264,1
7565,197267,1
7566,197270,0
7567,197273,1
7568,197276,1
7569,197279,0
7570,197282,0
7571,197285,1
7572,197288,1
7573,197291,0
7574,197294,1
7575,197297,1
7576,197300,0
7577,197303,0
7578,197306,1
7579,197309,0
7580,197312,0
7581,197315,1
7582,197318,0
7583,197321,1
7584,197324,0
7585,197327,1
7586,197330,0
7587,197333,1
7588,197336,0
7589,197339,1
7590,197342,0
7591,197345,1
7592,197348,1
7593,197351,1
7594,197354,0
7595,197357,1
7596,197360,1
7597,197363,1
7598,197366,0
7599,197369,0
7600,197372,0
7601,197375,0
7602,197378,1
7603,197381,0
7604,197384,0
7605,197387,1
7606,197390,1
7607,197393,0
7608,197396,1
7609,197399,0
7610,197402,0
7611,197405,1
7612,197408,0
7613,197411,0
7614,197414,1
7615,197419,0
7616,197422,1
7617,197425,1
7618,197428,0
7619,197431,0
7620,197434,0
7621,197437,1
7622,197440,1
7623,197443,0
7624,197446,1
7625,197449,0
7626,197452,0
7627,197455,0
7628,197458,0
7629,197461,0
7630,197464,0
7631,197467,0
7632,197470,1
7633,197473,0
7634,197476,1
7635,197479,0
7636,197482,1
7637,197485,1
7638,197488,1
7639,197491,1
7640,197494,1
7641,197497,0
7642,197500,0
7643,197503,0
7644,197506,1
7645,197509,1
7646,197512,1
7647,197515,0
7648,197518,0
7649,197521,0
7650,197524,1
7651,197527,0
7652,197530,1
7653,197533,0
7654,197536,1
7655,197539,1
7656,197542,1
7657,197545,1
7658,197548,1
7659,197551,1
7660,197554,1
7661,197557,0
7662,197560,0
7663,197563,0
7664,197566,0
7665,197569,0
7666,197572,0
7667,197575,0
7668,197578,1
7669,197581,1
7670,197584,0
7671,197587,1
7672,197590,0
7673,197593,1
7674,197596,1
7675,197599,0
7676,197602,1
7677,197605,1
7678,197608,1
7679,197611,0
7680,197614,1
7681,197617,0
7682,197620,1
7683,197623,1
7684,197626,1
7685,197629,1
7686,197632,1
7687,197635,0
7688,197638,0
7689,197641,0
7690,197644,1
7691,197647,1
7692,197650,1
7693,197653,1
7694,197656,1
7695,197659,1
7696,197662,1
7697,197665,0
7698,197668,1
7699,197671,0
7700,197674,1
7701,197677,0
7702,197680,1
7703,197683,1
7704,197686,0
7705,197689,0
7706,197692,0
7707,197695,0
7708,197698,1
7709,197701,0
7710,197704,0
7711,197707,0
7712,197710,0
7713,197713,0
7714,197716,1
7715,197719,0
7716,197722,0
7717,197725,1
7718,197728,1
7719,197731,0
7720,197734,0
7721,197737,1
7722,197740,1
7723,197743,1
7724,197746,1
7725,197749,0
7726,197752,0
7727,197755,1
7728,197758,1
7729,197761,1
7730,197764,0
7731,197767,0
7732,197770,0
7733,197773,0
7734,197776,1
7735,197779,0
7736,197782,0
7737,197785,0
7738,197788,0
7739,197791,0
7740,197794,1
7741,197797,1
7742,197800,0
7743,197819,1
7744,197822,0
7745,197825,1
7746,197828,0
7747,197831,0
7748,197834,1
7749,197837,1
7750,197840,1
7751,197843,1
7752,197846,0
7753,197849,0
7754,197852,1
7755,197855,1
7756,197858,1
7757,197861,0
7758,197864,0
7759,197867,1
7760,197870,1
7761,197873,1
7762,197876,0
7763,197879,0
7764,197882,1
7765,197885,1
7766,197888,0
7767,197891,1
7768,197894,1
7769,197897,1
7770,197900,1
7771,197903,0
7772,197906,1
7773,197909,1
7774,197912,0
7775,197915,0
7776,197918,1
7777,197921,0
7778,197924,1
7779,197927,1
7780,197930,1
7781,197933,0
7782,197936,0
7783,197939,0
7784,197942,0
7785,197945,1
7786,197948,0
7787,197951,1
7788,197954,1
7789,197957,1
7790,197960,1
7791,197963,1
7792,197966,0
7793,197969,0
7794,197972,1
7795,197975,1
7796,197978,1
7797,197981,0
7798,197984,0
7799,197987,1
7800,197990,0
7801,197993,0
7802,197996,1
7803,197999,1
7804,198002,0
7805,198005,0
7806,198008,0
7807,198011,0
7808,198014,1
7809,198017,0
7810,198020,1
7811,198023,0
7812,198026,0
7813,198029,0
7814,198032,1
7815,198035,0
7816,198038,1
7817,198041,1
7818,198044,0
7819,198047,0
7820,198050,1
7821,198053,0
7822,198056,0
7823,198059,0
7824,198062,0
7825,198065,0
7826,198068,0
7827,198071,1
7828,198074,1
7829,198077,0
7830,198080,1
7831,198083,0
7832,198086,1
7833,198089,0
7834,198092,0
7835,198095,0
7836,198098,1
7837,198101,0
7838,198104,0
7839,198107,1
7840,198110,1
7841,198113,0
7842,198116,0
7843,198119,0
7844,198122,0
7845,198125,0
7846,198128,0
7847,198131,0
7848,198134,0
7849,198137,1
7850,198140,0
7851,198143,1
7852,198146,0
7853,198149,1
7854,198152,1
7855,198155,0
7856,198158,1
7857,198161,0
7858,198164,1
7859,198167,1
7860,198170,1
7861,198173,0
7862,198176,1
7863,198179,1
7864,198182,1
7865,198185,0
7866,198188,1
7867,198191,1
7868,198199,1
7869,198202,1
7870,198205,0
7871,198208,1
7872,198211,0
7873,198214,1
7874,198217,0
7875,198220,0
7876,198223,0
7877,198226,1
7878,198229,1
7879,198232,1
7880,198235,0
7881,198238,0
7882,198241,0
7883,198244,1
7884,198247,1
7885,198250,0
7886,198253,0
7887,198256,0
7888,198259,0
7889,198262,1
7890,198265,1
7891,198268,1
7892,198271,1
7893,198274,0
7894,198277,0
7895,198280,0
7896,198283,1
7897,198286,1
7898,198289,0
7899,198292,1
7900,198295,1
7901,198298,0
7902,198301,0
7903,198304,0
7904,198307,1
7905,198310,0
7906,198313,1
7907,198316,1
7908,198319,0
7909,198322,0
7910,198325,1
7911,198328,1
7912,198331,1
7913,198334,1
7914,198337,1
7915,198340,0
7916,198343,1
7917,198346,1
7918,198349,0
7919,198352,1
7920,198355,1
7921,198358,0
7922,198361,1
7923,198364,1
7924,198367,1
7925,198370,1
7926,198373,0
7927,198376,1
7928,198379,0
7929,198382,0
7930,198385,0
7931,198388,0
7932,198391,1
7933,198394,0
7934,198397,1
7935,198400,1
7936,198403,1
7937,198406,0
7938,198409,0
7939,198412,0
7940,198415,1
7941,198418,1
7942,198421,0
7943,198424,1
7944,198427,1
7945,198430,1
7946,198433,0
7947,198436,0
7948,198439,0
7949,198442,0
7950,198445,0
7951,198448,0
7952,198451,0
7953,198454,1
7954,198457,0
7955,198460,0
7956,198463,0
7957,198466,0
7958,198469,0
7959,198472,0
7960,198475,1
7961,198478,1
7962,198481,1
7963,198484,0
7964,198487,1
7965,198490,1
7966,198493,1
7967,198496,1
7968,198499,1
7969,198502,0
7970,198505,0
7971,198519,1
7972,198522,0
7973,198525,0
7974,198528,1
7975,198531,1
7976,198534,0
7977,198537,0
7978,198540,1
7979,198543,0
7980,198546,0
7981,198549,0
7982,198552,0
7983,198555,1
7984,198558,0
7985,198561,1
7986,198564,1
7987,198567,1
7988,198570,0
7989,198573,0
7990,198576,0
7991,198579,1
7992,198582,1
7993,198585,1
7994,198588,0
7995,198591,0
7996,198594,1
7997,198597,0
7998,198600,0
7999,198603,1
8000,198606,1
8001,198609,1
8002,198612,0
8003,198615,1
8004,198618,0
8005,198621,0
8006,198624,0
8007,198627,1
8008,198630,1
8009,198633,0
8010,198636,1
8011,198639,1
8012,198642,1
8013,198645,1
8014,198648,1
8015,198651,0
8016,198654,0
8017,198657,1
8018,198660,1
8019,198663,1
8020,198666,0
8021,198669,1
8022,198672,0
8023,198675,1
8024,198678,0
8025,198681,1
8026,198684,0
8027,198687,0
8028,198690,0
8029,198693,0
8030,198696,0
8031,198699,0
8032,198702,0
8033,198705,0
8034,198708,1
8035,198711,1
8036,198714,1
8037,198717,0
8038,198720,1
8039,198723,1
8040,198726,1
8041,198729,0
8042,198732,1
8043,198735,1
8044,198738,0
8045,198741,0
8046,198744,0
8047,198747,0
8048,198750,1
8049,198753,1
8050,198756,0
8051,198759,1
8052,198762,1
8053,198765,0
8054,198768,1
8055,198771,1
8056,198774,0
8057,198777,1
8058,198780,1
8059,198783,1
8060,198786,0
8061,198789,1
8062,198792,0
8063,198795,0
8064,198798,1
8065,198801,1
8066,198804,1
8067,198807,0
8068,198810,1
8069,198813,0
8070,198816,1
8071,198819,1
8072,198822,0
8073,198825,0
8074,198828,0
8075,198831,1
8076,198834,1
8077,198837,1
8078,198840,0
8079,198843,1
8080,198846,0
8081,198849,1
8082,198852,0
8083,198855,1
8084,198858,1
8085,198861,1
8086,198864,1
8087,198867,0
8088,198870,1
8089,198873,0
8090,198876,0
8091,198879,1
8092,198882,1
8093,198885,0
8094,198888,1
8095,198891,0
8096,198894,0
8097,198897,0
8098,198900,0
8099,198903,0
8100,198906,1
8101,198909,1
8102,198912,1
8103,198915,1
8104,198918,0
8105,198921,0
8106,198924,1
8107,198927,1
8108,198930,0
8109,198933,0
8110,198936,1
8111,198939,0
8112,198942,0
8113,198945,0
8114,198948,1
8115,198951,0
8116,198954,1
8117,198957,0
8118,198960,1
8119,198963,1
8120,198966,0
8121,198969,1
8122,198972,0
8123,198975,1
8124,198978,1
8125,198981,1
8126,198984,0
8127,198987,1
8128,198990,1
8129,198993,1
8130,198996,1
8131,198999,0
8132,199002,0
8133,199005,0
8134,199008,0
8135,199011,0
8136,199014,0
8137,199017,0
8138,199020,1
8139,199023,0
8140,199026,0
8141,199029,1
8142,199032,0
8143,199035,0
8144,199038,0
8145,199041,1
8146,199044,0
8147,199047,1
8148,199050,0
8149,199053,1
8150,199056,0
8151,199059,1
8152,199062,1
8153,199065,0
8154,199068,1
8155,199071,1
8156,199074,0
8157,199077,1
8158,199080,1
8159,199083,1
8160,199086,0
8161,199089,1
8162,199092,0
8163,199095,1
8164,199098,0
8165,199101,0
8166,199104,1
8167,199107,0
8168,199110,1
8169,199113,1
8170,199116,0
8171,199119,0
8172,199122,1
8173,199125,0
8174,199128,1
8175,199131,1
8176,199134,0
8177,199137,0
8178,199140,1
8179,199143,0
8180,199146,0
8181,199149,1
8182,199159,0
8183,199162,0
8184,199165,1
8185,199168,1
8186,199171,0
8187,199174,1
8188,199177,1
8189,199180,0
8190,199183,1
8191,199186,0
8192,199189,1
8193,199192,0
8194,199195,1
8195,199198,0
8196,199201,1
8197,199204,0
8198,199207,1
8199,199210,1
8200,199213,1
8201,199216,1
8202,199219,0
8203,199222,1
8204,199225,0
8205,199228,0
8206,199231,1
8207,199234,1
8208,199237,1
8209,199240,1
8210,199243,1
8211,199246,0
8212,199249,0
8213,199252,1
8214,199255,0
8215,199258,0
8216,199261,0
8217,199264,1
8218,199267,0
8219,199270,1
8220,199273,1
8221,199276,1
8222,199279,1
8223,199282,1
8224,199285,0
8225,199288,1
8226,199291,0
8227,199294,1
8228,199297,0
8229,199300,1
8230,199303,0
8231,199306,0
8232,199309,0
8233,199312,0
8234,199315,0
8235,199318,1
8236,199321,1
8237,199324,1
8238,199327,0
8239,199330,0
8240,199333,0
8241,199336,1
8242,199339,0
8243,199342,0
8244,199345,1
8245,199348,0
8246,199351,0
8247,199354,0
8248,199357,1
8249,199360,1
8250,199363,0
8251,199366,0
8252,199369,1
8253,199372,0
8254,199375,0
8255,199378,1
8256,199381,1
8257,199384,1
8258,199387,1
8259,199390,0
8260,199393,1
8261,199396,1
8262,199399,0
8263,199402,1
8264,199405,0
8265,199408,1
8266,199411,1
8267,199414,0
8268,199417,1
8269,199420,0
8270,199423,0
8271,199426,0
8272,199429,0
8273,199432,0
8274,199435,1
8275,199438,0
8276,199441,0
8277,199444,0
8278,199447,0
8279,199450,0
8280,199453,1
8281,199456,0
8282,199459,0
8283,199462,1
8284,199465,0
8285,199468,1
8286,199471,1
8287,199474,1
8288,199477,1
8289,199480,1
8290,199483,1
8291,199486,0
8292,199489,1
8293,199492,0
8294,199495,1
8295,199498,0
8296,199519,1
8297,199522,1
8298,199525,1
8299,199528,1
8300,199531,0
8301,199534,0
8302,199537,1
8303,199540,1
8304,199543,0
8305,199546,0
8306,199549,1
8307,199552,1
8308,199555,1
8309,199558,0
8310,199561,1
8311,199564,0
8312,199567,1
8313,199570,0
8314,199573,1
8315,199576,1
8316,199579,1
8317,199582,1
8318,199585,0
8319,199588,1
8320,199591,1
8321,199594,1
8322,199597,0
8323,199600,1
8324,199603,0
8325,199606,0
8326,199609,0
8327,199612,1
8328,199615,1
8329,199618,1
8330,199621,1
8331,199624,0
8332,199627,0
8333,199630,0
8334,199633,0
8335,199636,0
8336,199639,0
8337,199642,0
8338,199645,1
8339,199648,0
8340,199651,0
8341,199654,1
8342,199657,0
8343,199660,0
8344,199663,0
8345,199666,1
8346,199669,1
8347,199672,0
8348,199675,0
8349,199678,1
8350,199681,1
8351,199684,1
8352,199687,1
8353,199690,1
8354,199693,1
8355,199696,1
8356,199699,0
8357,199702,1
8358,199705,0
8359,199708,0
8360,199711,1
8361,199714,1
8362,199717,1
8363,199720,0
8364,199723,0
8365,199726,0
8366,199729,1
8367,199732,0
8368,199735,1
8369,199738,1
8370,199741,1
8371,199744,1
8372,199747,0
8373,199750,1
8374,199753,1
8375,199756,1
8376,199759,1
8377,199762,0
8378,199765,1
8379,199768,0
8380,199771,1
8381,199779,0
8382,199782,0
8383,199785,1
8384,199788,0
8385,199791,1
8386,199794,1
8387,199797,0
8388,199800,1
8389,199803,0
8390,199806,0
8391,199809,0
8392,199812,0
8393,199815,0
8394,199818,1
8395,199821,1
8396,199824,0
8397,199827,1
8398,199830,1
8399,199833,1
8400,199836,0
8401,199839,0
8402,199842,1
8403,199845,0
8404,199848,0
8405,199851,0
8406,199854,0
8407,199857,0
8408,199860,0
8409,199863,0
8410,199866,1
8411,199869,1
8412,199872,1
8413,199875,1
8414,199878,0
8415,199881,0
8416,199884,1
8417,199887,0
8418,199890,0
8419,199893,0
8420,199896,1
8421,199899,0
8422,199902,1
8423,199905,1
8424,199908,0
8425,199911,1
8426,199914,0
8427,199917,1
8428,199920,0
8429,199923,1
8430,199926,0
8431,199929,0
8432,199932,1
8433,199935,0
8434,199938,0
8435,199941,1
8436,199944,0
8437,199947,1
8438,199950,1
8439,199953,0
8440,199956,0
8441,199959,0
8442,199962,1
8443,199965,0
8444,199968,0
8445,199971,1
8446,199974,1
8447,199977,0
8448,199980,0
8449,199983,1
8450,199986,0
8451,199989,1
8452,199992,1
8453,199995,1
8454,199998,1
8455,200001,0
8456,200004,0
8457,200007,1
8458,200010,1
8459,200013,1
8460,200016,0
8461,200019,0
8462,200022,1
8463,200025,1
8464,200028,1
8465,200031,1
8466,200034,0
8467,200037,1
8468,200040,1
8469,200043,1
8470,200046,1
8471,200049,0
8472,200052,0
8473,200055,0
8474,200058,0
